Address_ID,Timestamp,Do.you.agree.to.participate.in.this.study.,X2..GPS.Coordinates.of.the.Shop,X3..Market.Name,X4...Group.,X5..Section,X6..Line,X7..Block.Number,X8..Shop.Number..Visible.Tag.,X9..Shop.Number..Count.,X10..Shop.Level,X11..Shop.Occupancy.Status,X12..Locked.Up.Status,X13..Shop.Type,X15..Position.in.Shop,X17..How.many.people.work.in.your.shop.each.day.,X18..Shop.Opening.Time,X19..Shop.Closing.Time,X20..Does.the.shop.owner.have.a.bank.account.,X21..Name.of.Bank.1,X22..Name.of.Bank.2,X23..Does.the.shop.owner.Have..a.smart.phone.,X24..Which.payment.platform.have.you.used.,X25..If.you.could.save.money.on.Electricity.would.you.be.willing.to.use.some.on.the.savings.to.fund.value.added.services.such.as.pensions..Healthcare.or.Educational.savings.plans,X26...What.would.be.your.First.Choice.for.value.added.Services,X27..What.would.be.the.second.choice.for.value.added.services,X28..What.would.be.the.Third.choice.for.value.added.services,X29..Is.There.Electricity.Supply.In.The.Shop.,X30..Do.You.Need.More.Hours.of.Electricity.In.This.Shop.,X31..Is.there.a.supply.of.electricity.for.this.shop.from.the.grid.utility..local.discos.NEPA.PHCN..connected.directly.to.this.shop..not.a.shared.connection.from.outside..,X32..How.frequent.do.you.pay.for.this.electricity,X33..How.Much.Do.you.Pay.for.grid.utility.service...local.disco.NEPA.PHCN.etc...during.the.payment.period.you.mentioned.before.,X34..Total.hours.of.power.interruption.from.the.grid.in.a.week.,X35..Is.there.a.supply.of.electricity.from.a..merger..generators.,X36..How.frequently.do.you.pay.for.this.electricity.supply..merger.,X37..How.Much.Do.You.Pay.For.electricity.from.the.merger.Generator..during.the.payment.period.you.mentioned.before.,X47..Total.amount.of.money.spent.on.fuel.for.all.generators..during.the.payment.period.you.mentioned.before.,X48..How.long.do.you.typically.run.the.generator.daily..in.hours..,X49..On.the.most.recent.workday..how.many.hours.of.generator.power.did.this.shop.use.,X51..What.price.do.you.typically.pay.for.fuel..Naira...liter..,X64..Which.appliance.is.the.most.important.for.your.business.to.function.properly,X65..Which.appliance.is.the.Second.most.important.for.your.business.to.function.properly,X66..Which.appliance.is.the.Third.most.important.for.your.business.to.function.properly,Latitude,Longitude
FTU--SEC(SECTION E)--LIN(LINE 2)--BL(RED BLOCK)--SNUM(3504)--SLEV(0),2022-09-20 10:40:16,Accept,"11.5xxxx2, 7.33xxxx",Funtua Central Market,Closed Shop,SECTION E,LINE 2,RED BLOCK,3504,10.0,GROUND FLOOR,OCCUPIED,Locked up But Occupied,Paper,Owner,3 to 5,7:00 AM,7:00 PM,TRUE,Key Stone Bank,FIRST BANK NIGERIA LIMITED,True,PAGA,FALSE,Healthcare,Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,11.5,7.33
WTI--SEC(SECTION A)--LIN(LINE 2)--BL(BLOCK A)--SNUM(46)--SLEV(0),2022-05-10 14:25:00,Accept,"10.3xxxx5, 9.84xxxx",Wunti Market,Closed Shop,SECTION A,LINE 2,BLOCK A,46,18.0,GROUND FLOOR,OCCUPIED,Locked up But Occupied,Tailoring / T-Shirts / Clothing,Owner,1 to 2,7:00 AM,6:00 PM,FALSE,Access Bank Plc,FIRST BANK NIGERIA LIMITED,False,OTHERS,FALSE,Healthcare,Education,Savings Account,True,True,True,Monthly,1000.0,29.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Sewing machine,Fan,Charging Points,10.3,9.84
ABG--SEC(SECTION BC)--LIN(LINE 2)--BL(BLOCK BC56)--SNUM(BC3177)--SLEV(0),2022-06-08 12:23:00,Accept,"10.5xxxx3, 7.42xxxx",Abubakar Gumi Central Market,Closed Shop,SECTION BC,LINE 2,BLOCK BC56,BC3177,5.0,GROUND FLOOR,OCCUPIED,Locked up But Occupied,Food provision and foods perishable items,Owner,1 to 2,11:00 AM,6:00 PM,TRUE,Zenith Bank Plc,FIRST BANK NIGERIA LIMITED,False,OTHERS,FALSE,Healthcare,Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,10.5,7.42
Onitsha--SEC(A)--LIN(12)--BL(1)--SNUM(3916)--SLEV(SECOND FLOOR),2022-05-24 16:23:47,Accept,"6.14xxxx, 6.77xxxx",Onitsha Main Market,Closed Shop,SECTION A,12,1,3916,70.0,SECOND FLOOR,WAREHOUSE,Locked up But Occupied,Tailoring / T-Shirts / Clothing,Owner,1 to 2,8:00 AM,6:00 PM,TRUE,Access Bank Plc,FIRST BANK NIGERIA LIMITED,True,OTHERS,FALSE,Healthcare,Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,6.14,6.77
Onuimo--SEC(A)--LIN(59)--BL(2)--SNUM(1177)--SLEV(0),2022-04-01 15:03:00,Accept,"5.55xxxx, 7.41xxxx",Industrial Market (Onuimo Industrial And General Goods Market),Closed Shop,SECTION A,59,2,1177,34.0,GROUND FLOOR,OCCUPIED,Locked up But Occupied,Food provision and foods perishable items,Owner,1 to 2,8:00 AM,6:00 PM,I Don't Know,Access Bank Plc,FIRST BANK NIGERIA LIMITED,True,Quickteller,TRUE,Savings Account,Healthcare,Education,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,5.55,7.41
Ngwa--SEC(C)--LIN(18)--BL(1)--SNUM(5744)--SLEV(0),2022-04-01 14:58:00,Accept,"5.10xxxx, 7.36xxxx",Ngwa Road Market,Open Stall,SECTION C,18,1,5744,180.0,GROUND FLOOR,UNOCCUPIED,Locked up But Occupied,Tailoring / T-Shirts / Clothing,Owner,1 to 2,8:00 AM,6:00 PM,TRUE,Access Bank Plc,FIRST BANK NIGERIA LIMITED,True,OTHERS,FALSE,Healthcare,Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,5.1,7.36
OKJ--SEC(SECTION E)--LIN(LINE 2)--BL(3)--SNUM(2154)--SLEV(0),2022-05-18 12:16:16,Accept,"6.81xxxx, 3.93xxxx",Oke-Aje Market,Closed Shop,SECTION E,LINE 2,3,2154,8.0,GROUND FLOOR,OCCUPIED,Locked up But Occupied,Traditional Accessories,Owner,1 to 2,9:00 AM,6:00 PM,FALSE,Access Bank Plc,FIRST BANK NIGERIA LIMITED,False,None,FALSE,Healthcare,Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,6.81,3.93
WUY--SEC(SECTION B)--LIN(15)--BL(5)--SNUM(64)--SLEV(0),2022-09-05 11:47:00,Accept,"9.05xxxx, 7.44xxxx",Wuye Market,Closed Shop,SECTION B,15,5,64,1.0,GROUND FLOOR,UNOCCUPIED,Locked up But Occupied,Tailoring / T-Shirts / Clothing,Owner,1 to 2,8:00 AM,6:00 PM,TRUE,Access Bank Plc,FIRST BANK NIGERIA LIMITED,True,OTHERS,FALSE,Healthcare,Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,9.05,7.44
PTK--SEC(SECTION A)--LIN(LINE 2)--BL(BLOCK A)--SNUM(A44)--SLEV(0),2022-06-10 16:15:00,Accept,"10.5xxxx3, 7.41xxxx",Panteka Market,Closed Shop,SECTION A,LINE 2,BLOCK A,A44,29.0,GROUND FLOOR,OCCUPIED,Locked up But Occupied,Welding / Metal Works,Owner,1 to 2,10:00 AM,6:00 PM,TRUE,FIRST BANK NIGERIA LIMITED,FIRST BANK NIGERIA LIMITED,False,OTHERS,FALSE,Healthcare,Education,Savings Account,True,False,True,Monthly,3000.0,85.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Welding Machines,10.5,7.41
Aba-Ekeoha--SEC(C)--LIN(2)--BL(1)--SNUM(2777)--SLEV(0),2022-03-12 11:50:00,Accept,"5.10xxxx, 7.36xxxx",Aba Ekeoha Shopping Center,Closed Shop,SECTION C,2,1,2777,84.0,GROUND FLOOR,OCCUPIED,Locked up But Occupied,Textile,Owner,3 to 5,8:00 AM,6:00 PM,I Don't Know,Access Bank Plc,FIRST BANK NIGERIA LIMITED,True,"Quickteller , Remitta",TRUE,"Insurance (Health, Auto, Building or Contents)",Education,Healthcare,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,5.1,7.36
OTK--SEC(D)--LIN(5)--BL(43)--SNUM(3061)--SLEV(0),2022-03-28 14:24:02,Accept,"7.19xxxx, 8.13xxxx",Otukpo Main Market,Closed Shop,SECTION D,5,43,3061,21.0,GROUND FLOOR,UNDER CONSTRUCTION,Locked up But Occupied,Tailoring / T-Shirts / Clothing,Owner,1 to 2,8:00 AM,6:00 PM,TRUE,Access Bank Plc,FIRST BANK NIGERIA LIMITED,True,OTHERS,FALSE,Healthcare,Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,7.19,8.13
St-Micheals--SEC(C)--LIN(4)--BL(2)--SNUM(600)--SLEV(1),2022-03-12 13:31:00,Accept,"5.11xxxx, 7.36xxxx",St. Michaels Road /Mini Market,Closed Shop,SECTION C,4,2,600,19.0,FIRST FLOOR,RESIDENTIAL,Locked up But Occupied,Tailoring / T-Shirts / Clothing,Owner,1 to 2,8:00 AM,6:00 PM,TRUE,Access Bank Plc,FIRST BANK NIGERIA LIMITED,True,OTHERS,FALSE,Healthcare,Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,5.11,7.36
KRM--SEC(SECTION D)--LIN(LINE 1)--BL(BLOCK 85)--SNUM(5732)--SLEV(GROUND FLOOR),2022-05-23 13:51:52,Accept,"12.0xxxx8, 8.51xxxx",Kurmi Market / Kurumi Market,Open Stall,SECTION D,LINE 1,BLOCK 85,5732,3.0,GROUND FLOOR,LOCKED UP,Locked up But Occupied,Tailoring / T-Shirts / Clothing,Owner,1 to 2,8:00 AM,6:00 PM,TRUE,Access Bank Plc,FIRST BANK NIGERIA LIMITED,True,OTHERS,FALSE,Healthcare,Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,12.0,8.51
Watt--SEC(B)--LIN(2)--BL(3)--SNUM(1785)--SLEV(0),2022-03-21 15:16:22,Accept,"4.95xxxx, 8.32xxxx",Watt Market,Closed Shop,SECTION B,2,3,1785,118.0,GROUND FLOOR,LOCKED UP,Packing Shop,Tailoring / T-Shirts / Clothing,Owner,1 to 2,8:00 AM,6:00 PM,TRUE,Access Bank Plc,FIRST BANK NIGERIA LIMITED,True,OTHERS,FALSE,Healthcare,Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,4.95,8.32
KTU--SEC(SECTION B)--LIN(LINE 1)--BL(14)--SNUM(248)--SLEV(0),2022-03-05 13:02:00,Accept,"6.59xxxx, 3.38xxxx",Ketu Market,Open Stall,SECTION B,LINE 1,14,248,21.0,GROUND FLOOR,OCCUPIED,Locked up But Occupied,Tailoring / T-Shirts / Clothing,Sales Boy/Girl,1 to 2,8:00 AM,6:00 PM,I Don't Know,Access Bank Plc,FIRST BANK NIGERIA LIMITED,False,None,FALSE,Healthcare,Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,6.59,3.38
Onitsha--SEC(A)--LIN(17)--BL(1)--SNUM(7480)--SLEV(GROUND FLOOR),2022-05-26 12:01:53,Accept,"6.14xxxx, 6.77xxxx",Onitsha Main Market,Open Stall,SECTION A,17,1,7480,1.0,GROUND FLOOR,SHED,Locked up But Occupied,Tailoring / T-Shirts / Clothing,Owner,1 to 2,8:00 AM,6:00 PM,TRUE,Access Bank Plc,FIRST BANK NIGERIA LIMITED,True,OTHERS,FALSE,Healthcare,Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,6.14,6.77
Onitsha--SEC(B)--LIN(10)--BL(4)--SNUM(13732)--SLEV(GROUND FLOOR),2022-04-14 18:34:12,Accept,"6.14xxxx, 6.77xxxx",Onitsha Main Market,Open Stall,SECTION B,10,4,13732,366.0,GROUND FLOOR,OCCUPIED,Locked up But Occupied,ICE BLOCK MAKER,Sales Boy/Girl,1 to 2,8:00 AM,5:00 PM,I Don't Know,Access Bank Plc,FIRST BANK NIGERIA LIMITED,True,Quickteller,FALSE,Healthcare,Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,6.14,6.77
Aba-Ekeoha--SEC(D)--LIN(11)--BL(1)--SNUM(3912)--SLEV(0),2022-03-22 11:13:06,Accept,"5.10xxxx, 7.36xxxx",Aba Ekeoha Shopping Center,Closed Shop,SECTION D,11,1,3912,1.0,GROUND FLOOR,LOCKED UP,Packing Shop,Tailoring / T-Shirts / Clothing,Owner,1 to 2,8:00 AM,6:00 PM,TRUE,Access Bank Plc,FIRST BANK NIGERIA LIMITED,True,OTHERS,FALSE,Healthcare,Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,5.1,7.36
FTU--SEC(SECTION D)--LIN(LINE 2)--BL(BLOCK AQ)--SNUM(2638)--SLEV(0),2022-09-19 12:50:53,Accept,"11.5xxxx2, 7.33xxxx",Funtua Central Market,Closed Shop,SECTION D,LINE 2,BLOCK AQ,2638,3.0,GROUND FLOOR,OCCUPIED,Locked up But Occupied,Food provision and foods perishable items,Owner,3,8:00 AM,6:00 PM,TRUE,FIRST BANK NIGERIA LIMITED,FIRST BANK NIGERIA LIMITED,False,None,FALSE,Healthcare,Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,11.5,7.33
ABG--SEC(SECTION BF)--LIN(LINE 2)--BL(BLOCK BF97)--SNUM(BF5341)--SLEV(0),2022-06-06 12:38:00,Accept,"10.5xxxx3, 7.42xxxx",Abubakar Gumi Central Market,Closed Shop,SECTION BF,LINE 2,BLOCK BF97,BF5341,9.0,GROUND FLOOR,LOCKED UP,Packing Shop,Tailoring / T-Shirts / Clothing,Owner,1 to 2,8:00 AM,6:00 PM,TRUE,Access Bank Plc,FIRST BANK NIGERIA LIMITED,True,OTHERS,FALSE,Healthcare,Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,10.5,7.42
KRM--SEC(SECTION D)--LIN(LINE 2)--BL(BLOCK 86)--SNUM(5812)--SLEV(GROUND FLOOR),2022-05-23 13:58:10,Accept,"12.0xxxx8, 8.51xxxx",Kurmi Market / Kurumi Market,Closed Shop,SECTION D,LINE 2,BLOCK 86,5812,79.0,GROUND FLOOR,UNDER CONSTRUCTION,Locked up But Occupied,Tailoring / T-Shirts / Clothing,Owner,1 to 2,8:00 AM,6:00 PM,TRUE,Access Bank Plc,FIRST BANK NIGERIA LIMITED,True,OTHERS,FALSE,Healthcare,Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,12.0,8.51
GKM--SEC(B)--LIN(2)--BL(2)--SNUM(753)--SLEV(0),2022-03-25 13:34:29,Accept,"7.32xxxx, 9.00xxxx",Gboko Main Market,Open Stall,SECTION B,2,2,753,17.0,GROUND FLOOR,OCCUPIED,Locked up But Occupied,Tailoring / T-Shirts / Clothing,Owner,1 to 2,7:00 AM,6:00 PM,TRUE,Zenith Bank Plc,FIRST BANK NIGERIA LIMITED,True,None,TRUE,Healthcare,Education,Savings Account,True,False,False,Monthly,1000.0,25.0,False,Daily,300.0,2500.0,12.0,4.0,185.0,Light Bulbs,Fan,Charging Points,7.32,9.0
RKB--SEC(SECTION A)--LIN(LINE 1)--BL(23)--SNUM(498)--SLEV(0),2022-03-21 13:50:27,Accept,"9.92xxxx, 8.86xxxx",Rukkuba Market (Rukuba Road Satellite Market),Closed Shop,SECTION A,LINE 1,23,498,10.0,GROUND FLOOR,WAREHOUSE,Locked up But Occupied,Tailoring / T-Shirts / Clothing,Owner,1 to 2,8:00 AM,6:00 PM,TRUE,Access Bank Plc,FIRST BANK NIGERIA LIMITED,True,OTHERS,FALSE,Healthcare,Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,9.92,8.86
ONR--SEC(SECTION B)--LIN(LINE 2)--BL(B)--SNUM(A12)--SLEV(0),2023-02-14 14:01:59,Accept,"6.42xxxx, 3.45xxxx",Oniru New Market,Closed Shop,SECTION B,LINE 2,B,A12,21.0,GROUND FLOOR,LOCKED UP,Locked up But Occupied,Tailoring / T-Shirts / Clothing,Owner,1 to 2,8:00 AM,6:00 PM,TRUE,Access Bank Plc,FIRST BANK NIGERIA LIMITED,True,OTHERS,FALSE,Healthcare,Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,6.42,3.45
AkpaAndem--SEC(A)--LIN(1)--BL(2)--SNUM(314)--SLEV(0),2022-03-29 08:41:36,Accept,"5.01xxxx, 7.92xxxx",Akpan Andem Market,Closed Shop,SECTION A,1,2,314,1.0,GROUND FLOOR,OCCUPIED,Locked up But Occupied,Food provision and foods perishable items,Owner,1 to 2,8:00 AM,7:00 PM,TRUE,FIRST BANK NIGERIA LIMITED,FIRST BANK NIGERIA LIMITED,True,OTHERS,TRUE,Pension,Education,Healthcare,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,5.01,7.92
TSH--SEC(SECTION A)--LIN(LINE 6)--BL(BLOCK D)--SNUM(290)--SLEV(0),2022-04-13 12:13:20,Accept,"10.2xxxx3, 11.1xxxx2",Tshon Kasuwa,Closed Shop,SECTION A,LINE 6,BLOCK D,290,18.0,GROUND FLOOR,OCCUPIED,Locked up But Occupied,Food provision and foods perishable items,Owner,1 to 2,9:00 AM,6:00 PM,TRUE,First City Monument Bank Plc,FIRST BANK NIGERIA LIMITED,True,OTHERS,FALSE,Healthcare,Education,Savings Account,True,True,True,Monthly,1000.0,42.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,10.2,11.1
JMT--SEC(B)--LIN(1)--BL(87)-SNUM(1730)--SLEV(0),2022-04-14 11:11:17,Accept,"9.27xxxx, 12.4xxxx2",Jimeta Central / Modern Market,Closed Shop,SECTION B,1,87,1730,13.0,GROUND FLOOR,LOCKED UP,Packing Shop,Tailoring / T-Shirts / Clothing,Owner,1 to 2,8:00 AM,6:00 PM,TRUE,Access Bank Plc,FIRST BANK NIGERIA LIMITED,True,OTHERS,FALSE,Healthcare,Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,9.27,12.4
Ngwa--SEC(C)--LIN(1)--BL(2)--SNUM(5413)--SLEV(0),2022-03-31 14:48:16,Accept,"5.10xxxx, 7.36xxxx",Ngwa Road Market,Closed Shop,SECTION C,1,2,5413,191.0,GROUND FLOOR,WAREHOUSE,Locked up But Occupied,Tailoring / T-Shirts / Clothing,Owner,1 to 2,8:00 AM,6:00 PM,TRUE,Access Bank Plc,FIRST BANK NIGERIA LIMITED,True,OTHERS,FALSE,Healthcare,Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,5.1,7.36
KTS--SEC(SECTION A)--LIN(LINE 2)--BL(BLOCK 5)--SNUM(278)--SLEV(0),2022-05-19 11:36:34,Accept,"12.9xxxx6, 7.60xxxx",Katsina Central Market,Closed Shop,SECTION A,LINE 2,BLOCK 5,278,6.0,GROUND FLOOR,OCCUPIED,Locked up But Occupied,Stationary/ Bookstore,Owner,1 to 2,7:00 AM,6:00 PM,FALSE,Access Bank Plc,FIRST BANK NIGERIA LIMITED,True,OTHERS,FALSE,Healthcare,Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,12.9,7.6
Ngwa--SEC(A)--LIN(195)--BL(2)--SNUM(3892)--SLEV(0),2022-03-30 13:23:22,Accept,"5.10xxxx, 7.36xxxx",Ngwa Road Market,Closed Shop,SECTION A,195,2,3892,84.0,GROUND FLOOR,SHED,Locked up But Occupied,Tailoring / T-Shirts / Clothing,Owner,1 to 2,8:00 AM,6:00 PM,TRUE,Access Bank Plc,FIRST BANK NIGERIA LIMITED,True,OTHERS,FALSE,Healthcare,Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,5.1,7.36
KTK--SEC(SECTION A)--LIN(LINE 1)--BL(11)--SNUM(385)--SLEV(0),2022-03-18 09:53:14,Accept,"9.94xxxx, 8.87xxxx",Katako,Open Stall,SECTION A,LINE 1,11,385,22.0,GROUND FLOOR,OCCUPIED,Locked up But Occupied,Tailoring / T-Shirts / Clothing,Owner,3 to 5,8:00 AM,7:00 PM,FALSE,Access Bank Plc,FIRST BANK NIGERIA LIMITED,False,OTHERS,FALSE,Healthcare,Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,9.94,8.87
Onitsha--SEC(A)--LIN(23)--BL(3)--SNUM(8689)--SLEV(GROUND FLOOR),2022-05-26 12:30:15,Accept,"6.14xxxx, 6.77xxxx",Onitsha Main Market,Open Stall,SECTION A,23,3,8689,45.0,GROUND FLOOR,SHED,Locked up But Occupied,Tailoring / T-Shirts / Clothing,Owner,1 to 2,8:00 AM,6:00 PM,TRUE,Access Bank Plc,FIRST BANK NIGERIA LIMITED,True,OTHERS,FALSE,Healthcare,Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,6.14,6.77
AkpaAndem--SEC(A)--LIN(5)--BL(4)--SNUM(5333)--SLEV(0),2022-04-06 17:18:00,Accept,"5.01xxxx, 7.92xxxx",Akpan Andem Market,Open Stall,SECTION A,5,4,5333,251.0,GROUND FLOOR,SHED,Locked up But Occupied,Tailoring / T-Shirts / Clothing,Owner,1 to 2,8:00 AM,6:00 PM,TRUE,Access Bank Plc,FIRST BANK NIGERIA LIMITED,True,OTHERS,FALSE,Healthcare,Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,5.01,7.92
SBG--SEC(SECTION E)--LIN(LINE 2)--BL(BS)--SNUM(8150)--SLEV(0),2022-06-03 11:03:00,Accept,"11.1xxxx6, 7.72xxxx",Sabongari Zaria,Closed Shop,SECTION E,LINE 2,BS,8150,23.0,GROUND FLOOR,UNDER CONSTRUCTION,Locked up But Occupied,Tailoring / T-Shirts / Clothing,Owner,1 to 2,8:00 AM,6:00 PM,TRUE,Access Bank Plc,FIRST BANK NIGERIA LIMITED,True,OTHERS,FALSE,Healthcare,Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,11.1,7.72
ONR--SEC(SECTION C)--LIN(LINE 2)--BL(C)--SNUM(C5c)--SLEV(1),2023-02-15 10:27:57,Accept,"6.42xxxx, 3.45xxxx",Oniru New Market,Closed Shop,SECTION C,LINE 2,C,C5c,21.0,FIRST FLOOR,LOCKED UP,Packing Shop,Tailoring / T-Shirts / Clothing,Owner,1 to 2,8:00 AM,6:00 PM,TRUE,Access Bank Plc,FIRST BANK NIGERIA LIMITED,True,OTHERS,FALSE,Healthcare,Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,6.42,3.45
Aria--SEC(A)--LIN(1)--BL(2)--SNUM(1636)--SLEV(0),2022-04-02 13:47:00,Accept,"6.45xxxx, 7.48xxxx",Aria New Market,Open Stall,SECTION A,1,2,1636,8.0,GROUND FLOOR,OCCUPIED,Locked up But Occupied,Welding / Metal Works,Owner,1 to 2,9:00 AM,6:00 PM,TRUE,Access Bank Plc,FIRST BANK NIGERIA LIMITED,True,OTHERS,TRUE,Savings Account,Healthcare,Education,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,6.45,7.48
Aria--SEC(A)--LIN(1)--BL(1)--SNUM(1617)--SLEV(0),2022-04-02 13:43:00,Accept,"6.45xxxx, 7.48xxxx",Aria New Market,Open Stall,SECTION A,1,1,1617,12.0,GROUND FLOOR,OCCUPIED,Locked up But Occupied,Food provision and foods perishable items,Owner,3 to 5,8:00 AM,6:00 PM,I Don't Know,Access Bank Plc,FIRST BANK NIGERIA LIMITED,True,OTHERS,TRUE,Savings Account,Healthcare,"Insurance (Health, Auto, Building or Contents)",False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,6.45,7.48
WUY--SEC(SECTION A)--LIN(3)--BL(1)--SNUM(225)--SLEV(1),2022-08-31 13:15:42,Accept,"9.05xxxx, 7.44xxxx",Wuye Market,Closed Shop,SECTION A,3,1,225,5.0,FIRST FLOOR,OCCUPIED,Locked up But Occupied,Food provision and foods perishable items,Owner,1,8:00 AM,6:00 PM,TRUE,First City Monument Bank Plc,Ecobank Nigeria Plc,True,OTHERS,TRUE,Healthcare,Education,Savings Account,True,False,False,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,9.05,7.44
KTU--SEC(SECTION D)--LIN(LINE 1)--BL(44)--SNUM(702)--SLEV(0),2022-03-09 12:47:00,Accept,"6.59xxxx, 3.38xxxx",Ketu Market,Open Stall,SECTION D,LINE 1,44,702,140.0,GROUND FLOOR,SHED,Locked up But Occupied,Tailoring / T-Shirts / Clothing,Owner,1 to 2,8:00 AM,6:00 PM,TRUE,Access Bank Plc,FIRST BANK NIGERIA LIMITED,True,OTHERS,FALSE,Healthcare,Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,6.59,3.38
